freq_hz,s21_db_median,s21_db_hdi_low,s21_db_hdi_high,gd_ns_median,gd_ns_hdi_low,gd_ns_hdi_high
1308044473.5120995,-37.165717136850276,-44.14326754046863,-33.15316393242455,1.4902530957466213,-6.8888325943526025,10.118209920676371
1310006540.2223675,-36.678246349829465,-42.41682742371907,-32.39973675206754,1.4150859613123683,-8.198613297774207,9.547263442536352
1311968606.9326358,-36.90232201847513,-42.6272542896395,-32.26863543775715,1.3691248299742866,-7.881445802229066,10.058861263253547
1313930673.6429038,-37.13806552003328,-43.10020609815432,-32.29189385729906,1.3462886459721237,-7.078451885550222,10.438325212320384
1315892740.353172,-36.9740703676878,-42.72646066105908,-32.30305301249916,1.11271872877363,-6.575617248948098,8.923502623524435
1317854807.06344,-36.817100988891035,-42.201012407951204,-32.206805100584546,1.2070939970294807,-6.324381300595726,10.81423557316832
1319816873.7737083,-36.988621361789086,-42.10107010427508,-32.04163162565748,1.3324335492018586,-8.298653557699723,8.053853635391775
1321778940.4839764,-37.24270103152388,-43.37775013636191,-33.24536349530697,1.2480206967643186,-7.05264000045943,10.005590085664679
1323741007.1942446,-37.33073125559075,-43.8645621305909,-33.01706865855019,1.0427254399391273,-8.05960524920516,10.115243123523143
1325703073.904513,-36.92507549411217,-43.08110620820068,-32.5936769582685,0.9235056189006985,-8.595542887715112,9.391070732828267
1327665140.614781,-37.638760584446814,-44.29876382387615,-33.23013192037094,0.828840580167526,-7.868055273641133,10.10810322633743
1329627207.325049,-37.787876840182804,-43.4080687217061,-32.259260882533184,0.9906920434287451,-7.40860753496024,10.967253039272304
