time_s,impulse_re,impulse_im,impulse_mag,step_re,step_im,step_mag
3.5448486328125e-07,18.544438593284184,-66.09347294188798,68.64578186793538,2.1404418183371794e-06,2.5494703870755707e-06,3.328857226175648e-06
3.545782470703125e-07,100.44071085577932,12.21755852444721,101.1810512572021,2.1498213524930233e-06,2.5506113089836764e-06,3.3357682619076456e-06
3.54671630859375e-07,14.629003057199274,135.59725521744085,136.38410227351036,2.1511874642287113e-06,2.563273894462356e-06,3.34633838161758e-06
3.547650146484375e-07,-148.21523450380596,58.796911649729424,159.45166213797924,2.137346564033959e-06,2.568764572857381e-06,3.341676490259782e-06
3.548583984375e-07,-98.57395100797012,-125.47892057223781,159.56748830916547,2.1281413549859733e-06,2.5570468758068727e-06,3.3267813802345386e-06
3.549517822265625e-07,82.8327913209005,-113.5995166993413,140.59203929218668,2.1358765948981422e-06,2.5464385225018197e-06,3.323600153074213e-06
3.55045166015625e-07,112.98580380707942,45.74796036587552,121.89613504771003,2.1464276373679194e-06,2.5507106403826662e-06,3.3336581068577177e-06
3.551385498046875e-07,-12.078646204721485,121.49835755323613,122.09727508127625,2.1452996876185774e-06,2.562056617375858e-06,3.341623087712884e-06
3.5523193359375e-07,-134.00015451342227,41.73406846206012,140.34875802805297,2.1327862454551533e-06,2.5659539028218387e-06,3.336599556466031e-06
3.553253173828125e-07,-108.50384139742924,-113.02237048931352,156.67526872171666,2.122653745617625e-06,2.555399445616721e-06,3.3220062086701125e-06
3.55418701171875e-07,49.030526382809775,-135.32986011274627,143.93805457734547,2.1272324019509807e-06,2.5427618305060944e-06,3.3152308243301616e-06
3.5551208496093747e-07,87.90599664331387,-3.598036310524809,87.97960053981926,2.1354413969988485e-06,2.5424258322422333e-06,3.3202468390872696e-06
3.5560546875e-07,-15.611443283967422,11.295645814497885,19.26937403693008,2.1339835412722573e-06,2.543480662448299e-06,3.3201174127836688e-06
3.5569885253906247e-07,10.380741203265721,-88.70526254477073,89.31060066456772,2.1349529342190953e-06,2.5351970289220844e-06,3.3144000975721214e-06
3.55792236328125e-07,129.07098279441126,-44.34177699040966,136.47531566617616,2.1470060716504582e-06,2.531056225772956e-06,3.3190180309434857e-06
3.5588562011718747e-07,105.70193726081574,83.79684786093851,134.88814348236357,2.15687691906312e-06,2.538881492937704e-06,3.3313716813301998e-06
3.5597900390625e-07,3.4584245681000394,98.89864377720048,98.95909478902297,2.157199879853476e-06,2.5481170230267614e-06,3.338624220345652e-06
3.5607238769531247e-07,-32.09615489450297,50.581408851654714,59.90527589812253,2.1542026192950905e-06,2.5528405066414484e-06,3.340296929514979e-06
3.56165771484375e-07,-35.571316360638995,25.67700933439077,43.87057505876866,2.1508808349913934e-06,2.5552383230648873e-06,3.3399897086656914e-06
3.562591552734375e-07,-37.25961115029992,-7.705132347295946,38.04796561658586,2.147401391323183e-06,2.554518788611069e-06,3.337199271368688e-06
3.563525390625e-07,9.3504866986374,-33.36449015967609,34.64997554279826,2.14827457520068e-06,2.5514030860998197e-06,3.3353772437631915e-06
3.564459228515625e-07,54.18767170137368,22.731162206407674,58.76231360038397,2.153334825304629e-06,2.5535258081564485e-06,3.3402612057728e-06
3.56539306640625e-07,-6.821642047057429,88.60495741809584,88.86716648617058,2.152697794522647e-06,2.5618000748098717e-06,3.346181019884987e-06
3.566326904296875e-07,-92.49560689346453,40.29349552434118,100.89104556976513,2.1440602042792994e-06,2.5655628340965072e-06,3.3435171324925934e-06
3.5672607421875e-07,-81.47509287605575,-48.299272411732446,94.71541835764994,2.1364517513923145e-06,2.561052465029738e-06,3.335178528154405e-06
3.568194580078125e-07,-20.574068521738127,-89.52431384511024,91.85801579053934,2.134530466917323e-06,2.552692345389661e-06,3.327530394212689e-06
3.56912841796875e-07,67.29460592948665,-85.93748942230796,109.15042865428514,2.1408146922024864e-06,2.5446671770048876e-06,3.3254200618983536e-06
3.570062255859375e-07,134.29811092189877,22.600328808913247,136.18648045772244,2.153355958664309e-06,2.546777681343122e-06,3.3351189548354248e-06
3.57099609375e-07,43.07677322799219,147.94989082888583,154.09340864558453,2.1573786309689253e-06,2.5605938027401063e-06,3.3482716705775817e-06
3.571929931640625e-07,-102.32377303264882,108.81967625196182,149.37160529102852,2.1478232493319653e-06,2.570755796433069e-06,3.349914935526743e-06
3.57286376953125e-07,-128.43564483423765,-5.1564588090436585,128.53911440272103,2.1358294421666586e-06,2.570274266771336e-06,3.3418673241846195e-06
3.573797607421875e-07,-84.78387158727023,-79.40397680989011,116.16064916550826,2.127912002986451e-06,2.5628592225501976e-06,3.3311044545412282e-06
3.5747314453124997e-07,2.394833976133849,-109.94354434323172,109.9696238627986,2.128135641657318e-06,2.5525922777964657e-06,3.323355028575544e-06
3.575665283203125e-07,77.07030239279368,-39.21656081970764,86.4741010559953,2.1353327585189497e-06,2.5489300867531215e-06,3.325160233245824e-06
3.5765991210937497e-07,34.02053677146014,39.740119806468556,52.31323010912962,2.1385097251486085e-06,2.552641169718447e-06,3.3300451627413012e-06
3.577532958984375e-07,-22.835041781098482,26.48660235785296,34.97112005080099,2.1363773024236893e-06,2.5551145890060154e-06,3.330573305192741e-06
3.5784667968749997e-07,-46.87151658504585,1.8522784626286286,46.90810167215623,2.132000262605872e-06,2.5552875617872544e-06,3.3279001852784223e-06
3.579400634765625e-07,-60.02287454427565,-71.95191811662467,93.70071498777006,2.1263950991505044e-06,2.548568419043209e-06,3.319150057505036e-06
3.58033447265625e-07,66.22525827651393,-130.76852604473885,146.58169134549007,2.1325794647000077e-06,2.5363567585910334e-06,3.313759312338569e-06
3.581268310546875e-07,175.5623376153847,28.734035478645716,177.89822703969367,2.1489741410032024e-06,2.539040051699086e-06,3.326381554006177e-06
3.5822021484375e-07,21.781238312377003,181.2730857103426,182.57698087483473,2.1510081555672854e-06,2.555968019297769e-06,3.3406299706776767e-06
3.583135986328125e-07,-150.32804087375973,78.09937951491462,169.40493780748378,2.1369699535081514e-06,2.5632612352803016e-06,3.3372067275623375e-06
3.58406982421875e-07,-129.51738668578872,-76.53276708443084,150.43941601693308,2.1248751291899595e-06,2.5561143155025196e-06,3.323975738263888e-06
3.585003662109375e-07,-31.804710658402918,-138.74409189884153,142.34276468053764,2.1219050847986417e-06,2.54315786649097e-06,3.312119128713403e-06
3.5859375e-07,76.41966500919706,-120.72158122318832,142.87639893678994,2.1290414426760874e-06,2.5318844278147324e-06,3.3080592830907684e-06
3.586871337890625e-07,126.97383095049574,-26.53551639878896,129.71695100022768,2.1408987401220263e-06,2.5294064407486835e-06,3.3138111530316575e-06
3.58780517578125e-07,99.6340828160255,48.28824359532454,110.71903597896808,2.1502029482951536e-06,2.533915779902788e-06,3.3232667510294033e-06
3.588739013671875e-07,56.40298790843854,108.66619407289016,122.43218032562557,2.15547007302049e-06,2.5440634408483156e-06,3.3344129958281903e-06
3.5896728515625e-07,-76.6911234492554,138.86737055805054,158.63692830364516,2.1483083653253386e-06,2.5570314020881728e-06,3.3397063379572514e-06
3.590606689453125e-07,-196.19567099662999,-26.79699260456664,198.01722180271867,2.129986870170014e-06,2.5545289973832785e-06,3.3260280313864873e-06
3.59154052734375e-07,-51.651975082179355,-226.00168570004712,231.82900696235782,2.125163413024278e-06,2.533424103638096e-06,3.306744202527841e-06
3.592474365234375e-07,194.03025025019306,-158.29074837345334,250.40706665903113,2.1432826929853862e-06,2.5186423137814438e-06,3.3071467773325445e-06
3.593408203125e-07,242.1444584548187,80.49202537388067,255.17230435367955,2.1658950600163843e-06,2.526158964100172e-06,3.3275487258501614e-06
3.5943420410156247e-07,68.45458705647384,245.8345826711435,255.18752423691805,2.1722876087344266e-06,2.549115928912602e-06,3.3491529487464576e-06
3.59527587890625e-07,-173.27575894210563,174.38989684242122,245.83800511245818,2.1561064618117325e-06,2.5654011182539655e-06,3.3511308497587806e-06
3.5962097167968747e-07,-202.97846459681307,-80.35149330237599,218.30396140702865,2.1371515636895935e-06,2.5578975913525596e-06,3.333205198308094e-06
3.5971435546875e-07,7.48987279385303,-178.66821280512778,178.82513375207222,2.1378509963906796e-06,2.5412128766557916e-06,3.320868827167045e-06
3.5980773925781247e-07,133.5060815431872,-48.26470556638378,141.9625148143899,2.1503183001480693e-06,2.536705735572017e-06,3.3254691068833653e-06
3.59901123046875e-07,100.12396679624447,73.80965661483255,124.38920426071935,2.1596682555434703e-06,2.543598360976112e-06,3.3367738305079264e-06
3.599945068359375e-07,3.5516123222473204,142.86563175628126,142.90977113972613,2.159999918559403e-06,2.5569396949963215e-06,3.347168990658301e-06
3.60087890625e-07,-160.9238633558983,91.70917411740095,185.22165752061392,2.144972238448653e-06,2.565503845167197e-06,3.3440568002477316e-06
3.601812744140625e-07,-176.52576107663884,-140.8663354456942,225.84213244119314,2.128487594012175e-06,2.552349213011929e-06,3.3233937387896657e-06
3.60274658203125e-07,73.29183049883017,-237.5226416324675,248.5733246065129,2.1353318628514823e-06,2.530168448748155e-06,3.3107996833921296e-06
